state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
NJ  ,Kwb,Kwb,Kwb;1,NJKwb;1,1,Central and Southern - Coastal Plain Sediments,Woodbury Formation,"Upper Cretaceous, lower Campanian","Woodbury Formation - Clay-silt, dark-gray; weathers brown and orange pink. Iron oxides fill fractures or form layers in the most weathered beds. Unit is massive except at the base where thin quartz sand layers occur. Locally, thin stringers of pale-greenish-brown, smooth-surface glauconite occur near the top. Unit conspicuously micaceous throughout and contains finely dispersed pyrite, carbonaceous matter, and small pieces of carbonized wood as much as 30 cm (12 in) in length. Small siderite concretions are abundant in the Woodbury in the northern part of the outcrop belt. Unit forms a broad belt in the central sheet from Sandy Hook Bay, southwest to area around East Greenwich, Gloucester County, where it pinches out or changes facies. The Woodbury maintains a thickness of about 15 m (49 ft) throughout most of its outcrop belt. Fossil imprints are abundant. An extensive Woodbury macrofauna was described by Weller (1907) from siderite concretions from a tributary to the Cooper River in the Camden quadrangle. This assemblage is unusual in that it is the only existing outcrop of the Woodbury where calcareous and aragonitic shells are still intact. Most fossils are small, fragmented, and concentrated in small pockets, but larger intact calcareous fossils are scattered throughout the Woodbury. Weller (1907) recorded 57 species from this locality. In addition, this is the same locality that contains fossils of the dinosaur Hadrosaurus foulkii. Pollen collected from the Woodbury was assigned to the CA3 Zone by Wolfe (1976). Biostratigraphic data suggest that the Woodbury is of early Campanian age. ",,,NJ001,clay or mud,silt,sand,NJ001 NJ003 NJ038 NJ030,
NJ  ,Obl,Obl,Obl;8,NJObl;8,8,Northern - Kittatinny Valley Sequence,"Beekmantown Group, Lower Part",Lower Ordovician,"Beekmantown Group, Lower Part (Clarke and Schuchert, 1899) - Very thin to thick-bedded, interbedded dolomite and minor limestone. Upper beds are light-olive-gray to dark-gray, fine- to medium-grained, thin- to thick-bedded dolomite. Middle part is olivegray-, light-brown-, or dark-yellowish-orange- weathering, dark-gray, aphanitic to fine-grained, laminated to medium-bedded dolomite and light-gray to light-bluish-gray-weathering, medium-dark- to dark-gray, fine-grained, thin- to medium-bedded limestone, that is characterized by mottling with reticulate dolomite and light-olive-gray to grayish-orange, dolomitic shale laminae surrounding limestone lenses. Limestone grades laterally and down section into medium- gray, fine-grained dolomite. Lower beds consist of medium-light- to dark-gray, aphanitic to coarse-grained, laminated to medium-bedded, locally slightly fetid dolomite having thin black chert beds, quartz-sand laminae, and oolites. Lenses of light-gray, very coarse to coarse-grained dolomite and floating quartz sand grains and quartz-sand stringers at base of sequence. Lower contact placed at top of distinctive medium-gray quartzite. Contains conodonts of Cordylodus proavus to Rossodus manitouensis zones of North American Midcontinent province as used by Sweet and Bergstrom (1986). Unit Obl forms Stonehenge Formation of Drake and Lyttle (1985) and Drake and others (1985), upper and middle beds are included in Epler Formation, and lower beds are in Rickenbach Dolomite of Markewicz and Dalton (1977). Unit is about 183 m (600 ft) thick. ",,"Kittatinny Supergroup (Lower Ordovician and Cambrian) (Drake and Lyttle, 1980)",NJ001,dolostone (dolomite),limestone,chert,NJ001 NJ002 NJ014 NJ062 NJ063 NJ064 NJ065 NJ066,
NJ  ,Obu,Obu,Obu;8,NJObu;8,8,Northern - Kittatinny Valley Sequence,"Beekmantown Group, Upper Part",Lower Ordovician,"Beekmantown Group, Upper Part (Clarke and Schuchert, 1899) - Locally preserved upper beds are light- to medium-gray- to yellowish-gray-weathering, medium-light- to medium-gray, aphanitic to medium-grained, thin- to thick-bedded, locally laminated, slightly fetid dolomite. Medium-dark to dark-gray, fine-grained, medium-bedded, sparsely fossiliferous limestone lenses occur locally. Lower beds are medium-dark- to dark-gray, medium- to coarse-grained, mottled surface weathering, medium- to thick-bedded, strongly fetid dolomite that contains pods and lenses of dark-gray to black chert. Cauliflower-textured black chert beds of variable thickness occur locally. Gradational lower contact is placed at top of laminated to thin-bedded dolomite of the lower part (Obl) of the Beekmantown Group. Contains conodonts high in the Rossodus manitouensis zone to low zone D of the North American midcontinent province as used by Sweet and Bergstrom (1986). Upper beds are included in Epler Formation; lower beds are included in Rickenbach Dolomite of Drake and Lyttle (1985) and Drake and others (1985); entire upper part (Obu) is Ontelaunee Formation of Markewicz and Dalton (1977). Thickness ranges from 0 to 244 m (0-800 ft). ",,"Kittatinny Supergroup (Lower Ordovician and Cambrian) (Drake and Lyttle, 1980) ",NJ001,dolostone (dolomite),limestone,,NJ001 NJ002 NJ014 NJ062 NJ063 NJ064 NJ065 NJ066,
NJ  ,OCa,OCAa,OCAa;6,NJOCAa;6,6,Northern - Green Pond Mountain Region,"Allentown Dolomite (Lower Ordovician and Upper Cambrian) (Wherry, 1909)",Lower Ordovician and Upper Cambrian,"Allentown Dolomite (Lowest Lower Ordovician and Upper Cambrian) (Wherry, 1909) - Medium- to very light gray, fine- to medium-grained, very thin to very thick bedded dolomite containing minor orthoquartzite and shale. Oolites and algal stromatolites occur throughout unit. Shaly dolomite increases downward towards lower conformable contact with the Leithsville Formation. Unit does not crop out but is known from subsurface borings near Flanders (Volkert and others, 1990). Thickness ranges from 0 to 73 m (0-240 ft) due to erosion. ",,,NJ001,dolostone (dolomite),orthoquartzite,shale,NJ001 NJ002 NJ005 NJ067,
NJ  ,OCa,OCAa,OCAa;8,NJOCAa;8,8,Northern - Kittatinny Valley Sequence,Allentown Dolomite,Lower Ordovician and Upper Cambrian,"Allentown Dolomite (Wherry, 1909) - Very thin to very thick bedded dolomite containing minor orthoquartzite and shale. Upper part is medium-light- to medium-dark-gray, fine- to medium-grained, locally coarse-grained, medium- to very thick bedded dolomite. Floating quartz sand grains and two sequences of medium-light- to very light gray, thin-bedded quartzite and discontinuous, dark-gray chert lenses occur directly below upper contact. Rhythmically bedded lower dolomite beds alternate between light and dark gray weathering, medium and very light gray, fine and medium grained, and thin and medium bedded, which are interbedded with shaly dolomite. Ripple marks, crossbeds, edgewise conglomerate, mud cracks, oolites, and algal stromatolites occur throughout unit, but more typically in lower part. Shaly dolomite increases downward toward lower conformable contact with the Leithsville Formation. Oldest beds contain trilobite fauna of early Late Cambrian age; younger beds contain latest Cambrian fauna (Howell, 1945; Howell and others, 1950). Thickness about 580 m (1,900 ft).",,"Kittatinny Supergroup (Lower Ordovician and Cambrian) (Drake and Lyttle, 1980)",NJ001,dolostone (dolomite),orthoquartzite,shale; chert,NJ001 NJ002 NJ005 NJ062 NJ068 NJ069,
NJ  ,OCjt,OCAjt,OCAjt;9,NJOCAjt;9,9,Northern - Jutland Klippe Sequence,"Jutland Klippe Sequence, undifferentiated",Middle Ordovician to Upper Cambrian?,"Jutland Klippe Sequence, undifferentiated - Rocks of the Jutland klippe sequence occur in six isolated fragments of the Jutland klippe east of Jutland and two fragments of the Peapack klippe along the Peapack-Ralston fault in the New Jersey Highlands hinterland. The sequence is largely varicolored shale and sandstone, but contains lesser amounts of limestone, dolomite and pebble conglomerate. Lash and Drake (1984) correlate this sequence with the accretionary prism deposits of the Greenwich slice of the Hamburg klippe in eastern Pennsylvania. Rocks of the Jutland klippe sequence were folded and thrust over rocks of the Kittatinny Valley sequence during the Taconic orogeny and then were deformed during the Alleghanian orogeny and again during Mesozoic rifting of eastern North America. ",,,NJ001,shale,sandstone,limestone; dolostone (dolomite); conglomerate,NJ001 NJ002 NJ070,
NJ  ,OCjta,OCAjta,OCAjta;9,NJOCAjta;9,9,Northern - Jutland Klippe Sequence,Jutland Klippe Sequence Unit A,lower Middle Ordovician to Upper Cambrian,"Jutland Klippe Sequence Unit A of Perissoratis and others (1979) - Interbedded red, green, and tan shale, sandstone, and dark-gray, aphanitic to fine-grained limestone, which contains floating quartz-sand grains. Grades downward through interbedded sequence of red, green and brown shale to medium-gray to brown, fine- to coarse-grained sandstone and quartz-pebble conglomerate. Lower beds are dark-gray shale and siltstone containing minor dark-gray, aphanitic to fine-grained, medium-bedded limestone. Lower contact is a fault. Contains graptolites in the span of Anisograptus to Isograptus caduceus of Berry (1968) (Perissoratis and others, 1979) and conodonts of the Cordylodus proavus to Paroistodus proteus faunas of the North Atlantic Realm. Thickness is unknown.",,,NJ001,shale,sandstone,limestone; conglomerate; siltstone,NJ001 NJ002 NJ071 NJ072,
NJ  ,OCjtb,OCAjtb,OCAjtb;9,NJOCAjtb;9,9,Northern - Jutland Klippe Sequence,Jutland Klippe Sequence Unit B,Middle Ordovician,"Jutland Klippe Sequence Unit B of Perissoratis and others (1979) - Heterogeneous sequence of interbedded red, green, tan and gray shale; interlaminated dolomite and shale; interbedded fine-grained graywacke siltstone and beds or lenses of sandstone; light-gray to pale-pinkish-gray quartzite; and interbedded fine-grained, thin-bedded limestone and red and green shale. Limestone locally resembles an intraformational conglomerate because it is disrupted, boudinaged, and surrounded by shale beds. Lower contact gradational and within interbedded sequence of thin- to medium-bedded sandstone, siltstone, and limestone. Perissoratis and others (1979) placed this contact at boundary between graptolite faunas Isograptus caduceus and Paraglossograptus etheridgei of Berry (1968). The youngest graptolites occur within Climacograptus bicornis zone of Berry (1968). Some shale beds contain conodonts (Ethington and others, 1958; Karklins and Repetski, 1989) and brachiopod fragments. Carbonate and pelitic rocks locally contain conodonts of Prioniodus triangularis to Pygodus anserinus faunas of North Atlantic Realm. Thickness varies due to structural complexity, but may be about 460 to 550 m (1,500-1,800 ft). ",,,NJ001,shale,dolostone (dolomite),siltstone; sandstone; quartzite; limestone,NJ001 NJ002 NJ071 NJ072 NJ073 NJ074,
NJ  ,Oj,Oj,Oj;8,NJOj;8,8,Northern - Kittatinny Valley Sequence,Jacksonburg Limestone,Middle Ordovician,"Jacksonburg Limestone (Kummel, 1908; Miller, 1937) - Upper part is medium- to dark-gray, laminated to thin-bedded shaly limestone and less abundant medium-gray arenaceous limestone containing quartz-sand lenses. Upper part thin to absent to northeast. Lower part is interbedded medium- to dark-gray, fine- to medium-grained, very thin to medium-bedded fossiliferous limestone and minor medium- to thick-bedded dolomite-cobble conglomerate having a limestone matrix. Unconformable on Beekmantown Group and conformable on the discontinuous sequence at Wantage in the Paulins Kill area. Contains conodonts of North American midcontinent province from Phragmodus undatus to Aphelognathus shatzeri zones of Sweet and Bergstrom (1986). Thickness ranges from 41 to 244m (135-800 ft).",,,NJ001,limestone,conglomerate,,NJ001 NJ002 NJ015 NJ063 NJ075,
NJ  ,Ojw,Ojw,Ojw;8,NJOjw;8,8,Northern - Kittatinny Valley Sequence,"Jacksonburg Limestone and Sequence at Wantage, undivided",Middle Ordovician,"Jacksonburg Limestone and Sequence at Wantage, undivided - Jacksonburg Limestone - Upper part is medium- to dark-gray, laminated to thin-bedded shaly limestone and less abundant medium-gray arenaceous limestone containing quartz-sand lenses. Upper part thin to absent to northeast. Lower part is interbedded medium- to dark-gray, fine- to medium-grained, very thin to medium-bedded fossiliferous limestone and minor medium- to thick-bedded dolomite-cobble conglomerate having a limestone matrix. Unconformable on Beekmantown Group and conformable on the discontinuous sequence at Wantage in the Paulins Kill area. Contains conodonts of North American midcontinent province from Phragmodus undatus to Aphelognathus shatzeri zones of Sweet and Bergstrom (1986). Thickness ranges from 41 to 244m (135-800 ft). Sequence at Wantage - Restricted, discontinuous sequence of interbedded limestone, dolomite, conglomerate, siltstone, and shale. Upper part is medium-yellowish-brown- to olive-gray-weathering, medium- to dark-gray, very fine to fine-grained, laminated to massive limestone and dolomite that grade down into underlying clastic rocks of lower part. Upper part locally absent. Lower part ranges from grayish-red, medium-gray, pale-brown, and greenish-gray to pale-green mudstone and siltstone containing disseminated subangular to subrounded chert-gravel, quartz-sand lenses, and chert-pebble conglomerate. Lower contact unconformable. Thickness ranges from 0 to 46 m (0-150 ft).",,,NJ001,limestone,dolostone (dolomite),conglomerate; siltstone; shale ; chert,NJ001 NJ002 NJ063,
NJ  ,Om,Om,Om;6,NJOm;6,6,Northern - Green Pond Mountain Region,Martinsburg Formation (Upper and Middle Ordovician),Upper and Middle Ordovician,"Martinsburg Formation (Middle and Upper Ordovician) - Yellowish-gray weathering, light-olive- to dark-gray, phyllonitic shale containing thin, discontinuous silty lenses. Crops out in two locations along the Reservoir fault north of Bowling Green Mountain (Barnett, 1976; Herman and Mitchell, 1991). Contact relations and thickness unknown. ",,,NJ001,shale,siltstone,,NJ001 NJ002 NJ076 NJ077,
NJ  ,Om,Om,Om;8,NJOm;8,8,Northern - Kittatinny Valley Sequence,"Martinsburg Formation, undivided",Upper and Middle Ordovician,"Martinsburg Formation, undivided (Bayley and others, 1914) - Interbedded light-olive-gray, greenish-gray-, or dark-yellowish-brown- weathering, medium-dark- to dark-gray, laminated to medium-bedded graywacke and siltstone and olive-gray- to dark-yellowish-brown-weathering, medium-dark- to dark-gray slate. Turbidite cycles are common. Mapped only east of Lafayette and west of Lake Grinnell where thickness is at least 305 m (1000 ft). ",,,NJ001,graywacke,siltstone,slate,NJ001 NJ002 NJ078,
NJ  ,Omb,Omb,Omb;8,NJOmb;8,8,Northern - Kittatinny Valley Sequence,Bushkill Member,Middle Ordovician,"Bushkill Member (Drake and Epstein, 1967) - Interbedded medium- to dark gray, thinly laminated to thick-bedded shale and slate and less abundant medium-gray to brownish-gray, laminated to thin-bedded siltstone. To the southwest, fine-grained, thin dolomite lenses occur near base. Complete turbidite sequences (Bouma, 1962) occur locally, but basal cutout sequences (Tbcde, Tcde or Tde) dominate. Conformable lower contact is placed at top of highest shaly limestone; elsewhere, lower contact is commonly strain slipped. Correlates with graptolite Climacograptus bicornis to Corynoides americanus zones of Riva (1969, 1974) (Parris and Cruikshank, 1992). Thickness ranges from 1,250 m (4,100 ft) in Delaware River Valley to 457 m (1,500 ft) at New York State line. ",,Martinsburg Formation,NJ001,slate,shale,siltstone; dolostone (dolomite),NJ001 NJ002 NJ079 NJ080 NJ081 NJ082 NJ083,
NJ  ,Omh,Omh,Omh;8,NJOmh;8,8,Northern - Kittatinny Valley Sequence,High Point Member,Upper Ordovician,"High Point Member (Drake, 1991) - Medium-dark-gray, thin-bedded shale, siltstone and fine-grained sandstone, containing turbidite sequences Tbcde to Tcde of Bouma (1962). Interbedded with less abundant, light-yellowish-gray-weathering, medium-gray to medium-dark-gray, medium-grained, medium- to thick-bedded and massive, quartz- and calcareous-cemented quartz sandstone containing rip-ups of medium- to dark-gray shale and siltstone that commonly consist of Bouma (1962) turbidite sequences Tab to Ta. Restricted to northeast section of Martinsburg outcrop belt. Thermally metamorphosed near intrusive bodies. Grades along strike to the southwest into Ramseyburg Member by decrease in average grain size, absence of shale rip-ups, and lack of siliceous cement. Lower contact gradational and placed at base of lowermost thick-bedded graywacke or amalgamated graywacke containing shale rip-ups. Unit assigned to Orthograptus ruedemanni zone to Climacograptus spiniferus zone of Riva (1969, 1974) using graptolites collected by Parris and Cruikshank (1992). Thickness ranges from 0 to 1,370 m (0-4,500 ft). ",,Martinsburg Formation,NJ001,sandstone,shale,siltstone,NJ001 NJ002 NJ080 NJ081 NJ082 NJ083 NJ084,
NJ  ,Omr,Omr,Omr;8,NJOmr;8,8,Northern - Kittatinny Valley Sequence,Ramseyburg Member,Upper and Middle Ordovician,"Ramseyburg Member (Drake and Epstein, 1967) - Interbedded medium- to dark-gray, to brownish-gray, fine- to medium-grained, thin- to thick-bedded graywacke sandstone and siltstone and medium- to dark-gray, laminated to thin-bedded shale and slate. Unit may form complete turbidite sequences, Tabcde (Bouma, 1962), but basal cutout sequences Tcde dominate. Basal scour, sole marks, and soft-sediment distortion of beds are common in graywacke. Thermally metamorphosed near intrusive bodies. Lower contact placed at bottom of lowest thick- to very thick bedded graywacke, but contact locally grades through sequence of dominantly thin-bedded shale and slate and minor thin- to medium-bedded discontinuous and lenticular graywacke beds in the Bushkill member. Parris and Cruikshank (1992) correlate unit with Orthograptus ruedemanni to lowest part of Climacograptus spiniferus zones of Riva (1969, 1974). Thickness ranges from 640 m (2,100 ft) in Delaware River Valley, to 1,524 m (5,000 ft) near Stillwater, to 1067 m (3,500 ft) at New York State line. ",,Martinsburg Formation,NJ001,graywacke,siltstone,shale; slate,NJ001 NJ002 NJ079 NJ080 NJ081 NJ082 NJ083,
NJ  ,Ow,Ow,Ow;8,NJOw;8,8,Northern - Kittatinny Valley Sequence,Wantage Sequence,Middle Ordovician,"Wantage Sequence (Monteverde and Herman, 1989) - Restricted, discontinuous sequence of interbedded limestone, dolomite, conglomerate, siltstone, and shale. Upper part is medium-yellowish-brown- to olive-gray-weathering, medium- to dark-gray, very fine to fine-grained, laminated to massive limestone and dolomite that grade down into underlying clastic rocks of lower part. Upper part locally absent. Lower part ranges from grayish-red, medium-gray, pale-brown, and greenish-gray to pale-green mudstone and siltstone containing disseminated subangular to subrounded chert-gravel, quartz-sand lenses, and chert-pebble conglomerate. Lower contact unconformable. Thickness ranges from 0 to 46 m (0-150 ft). ",,,NJ001,limestone,dolostone (dolomite),conglomerate; siltstone; shale; chert,NJ001 NJ002 NJ085,
NJ  ,Sb,Sb,Sb;7,NJSb;7,7,Northern - Valley and Ridge Province,Bloomsburg Red Beds,Upper Silurian,"Bloomsburg Red Beds (White, 1883) (High Falls Shale of previous usage) - Grayish-red, thin- to thick-bedded, poorly to moderately well sorted, massive siltstone, sandstone, and local quartz-pebble conglomerate containing local planar to trough crossbedded laminations. Conglomerate consists of matrix-supported quartz pebbles in grayish-red, fine-grained sandstone matrix. Locally, near base of unit, is greenish-gray, light-gray, or grayish-orange, massive, planar tabular to trough crossbedded quartz sandstone to siltstone with subrounded grains. Lower part of formation marked by several upward-fining sequences of light-gray sandstone grading through grayish-red, fine-grained sandstone and siltstone to grayish-red, mudcracked siltstone and mudstone. Each sequence is 1 to 3 m (3-10 ft) thick. Lower contact placed at bottom of lowermost red sandstone. Thickness approximately 460 m (1,510 ft). ",,,NJ001,siltstone,sandstone,conglomerate; mudstone,NJ001 NJ002 NJ086,
NJ  ,Jp,Jp,Jp;2,NJJp;2,2,Central and Southern - Rocks of the Newark Basin,Preakness Basalt,Lower Jurassic,"Preakness Basalt - Basalt, coarse-crystalline, very dark greenish gray to black. Texture is subophitic; plagioclase and augite crystals are nearly equal in size; no fine-grained groundmass. Plagioclase (An55-60) is subhedral, mostly 0.2 to 0.3 mm (0.008-0.012 in) long, with a few crystals up to 2 mm (0.08 in) long. Clinopyroxene and orthopyroxene grains are equant, mostly anhedral, 0.3 mm (0.012 in) average diameter. Iron-titanium oxides are mostly interstitial, 0.2 to 0.5 mm (0.008-0.02 in) in diameter. Thickness of unit is unknown in Sand Brook syncline.",,part of the Brunswick Group,NJ001,basalt ,,,NJ001 NJ003,
NJ  ,Sbp,Sbp,Sbp;6,NJSbp;6,6,Northern - Green Pond Mountain Region,"Berkshire Valley and Poxono Island Formations, undivided",Upper Silurian,"Berkshire Valley and Poxono Island Formations, undivided - Thickness ranges from 76 m (250 ft) at Greenwood Lake to 122 m (400 ft) in Longwood Valley. Berkshire Valley Formation (Barnett, 1970) - Commonly yellowish-gray weathering, medium-gray to pinkish-gray, very thin to thin-bedded fossiliferous limestone interbedded with gray to greenish-gray calcareous siltstone and silty dolomite, medium-gray to light-gray dolomite conglomerate, and grayish-black, thinly laminated shale. Lower contact conformable. Thickness ranges from 27 to 38 m (90-125 ft) thick. Poxono Island Formation, (White, 1882; Barnett, 1970) - Very thin to medium-bedded sequence of medium-gray, greenish-gray, or yellowish-gray, mud-cracked dolomite; light-green, pitted, medium-grained calcareous sandstone, siltstone, and edgewise conglomerate containing gray dolomite; and quartz-pebble conglomerate containing angular to subangular pebbles as much as 2 cm (0.8 in.) long. Interbedded grayish-green shales at lower contact are transitional into underlying Longwood Shale. Thickness ranges from 49 to 84 m (160-275 ft) thick. ",,,NJ001,limestone,dolostone (dolomite),conglomerate; siltstone; shale; sandstone,NJ001 NJ002 NJ022 NJ087,
NJ  ,Sbv,Sbv,Sbv;7,NJSbv;7,7,Northern - Valley and Ridge Province,Bossardville Limestone,Upper Silurian,"Bossardville Limestone (White, 1882) - Light-gray to yellowish- gray-weathering, medium-gray to medium-dark-gray, very fine grained, locally fossiliferous, laminated to thin-bedded limestone and argillaceous limestone. Desiccation polygons occur in southwest. Lower contact is gradational and placed at top of uppermost dolomite. Thickness approximately 30 m (100 ft) in southwest, thinning to 3.1 m (10 ft) at New Jersey-New York State boundary. ",,,NJ001,limestone,,,NJ001 NJ002 NJ022,
NJ  ,Sg,Sg,Sg;6,NJSg;6,6,Northern - Green Pond Mountain Region,Green Pond Conglomerate,Lower (?) and Middle Silurian,"Green Pond Conglomerate (Rogers, 1836) - Medium- to coarse-grained quartz-pebble conglomerate, quartzitic arkose and orthoquartzite, and thin- to thick-bedded reddish-brown siltstone. Grades downward into gray, very dark-red, or grayish-purple, medium- to coarse-grained, thin- to very thick bedded pebble to cobble conglomerate containing clasts of red shale, siltstone, and chert; yellowish-gray sandstone and chert; dark-gray shale and chert; and white-gray and pink milky quartz. Quartz cobbles are as long as 10 cm (4 in.), and rare red shale clasts as much as 46 cm (18 in.) across. Milky quartz pebbles average 2.5 cm (1 in.) in length. Red arkosic quartz-pebble conglomerate and quartzite are more abundant than gray and grayish-green quartzite. Unconformably overlies Martinsburg Formation, Allentown Dolomite, Leithsville Formation, or Proterozoic rocks. About 305 m (1000 ft) thick.",,,NJ001,conglomerate,arkose,siltstone; quartzite; shale; chert,NJ001 NJ002 NJ088,
NJ  ,Sl,Sl,Sl;6,NJSl;6,6,Northern - Green Pond Mountain Region,Longwood Shale,Middle (?) and Upper Silurian,"Longwood Shale (Darton, 1894) - Dark-reddish-brown, thin- to very thick bedded shale interbedded with cross-bedded, very dark red, very thin to thin-bedded sandstone and siltstone. Lower contact conformable. About 100 m (330 ft) thick.",,,NJ001,shale,sandstone,siltstone,NJ001 NJ002 NJ009,
NJ  ,SObb,SObb,SObb;7,NJSObb;7,7,Northern - Valley and Ridge Province,Ouachitite breccia,Early Silurian? and Late Ordovician,"Ouachitite breccia - Medium-dark-gray, fine-grained ouachitite (olivine-free biotite lamprophyre) containing pebble- to cobble-size xenoliths of Middle Proterozoic rock, dolomite of the Kittatinny Supergroup(?), the Martinsburg Formation, and autoliths of potassic syenite, lamprophyre, and carbonatite. Found in numerous diatremes in the Beemerville area; largest of at Rutan Hill. ",,"Beemerville Intrusive Suite (Early Silurian? and Late Ordovician) (Drake and Monteverde, 1992) Note that there is a unit SObl (Lamprophyre, ect...) that is described in the digital description and is used on the printed map; but it is NOT used on the digital map. Probably because it is a line feature and the digital geology is only polygons. Unit SObl has NOT been entered here. ",NJ001,lamprophyre,dolostone (dolomite),syenite; intrusive carbonatite,NJ001 NJ002 NJ089,
NJ  ,SObl,SObl,SObl;7,NJSObl;7,7,Northern - Valley and Ridge Province,"Lamprophyre, tinguaite (phonolite with acicular acmite crystals), phonolite, bostonite (trachyte), and malignite (mafic nepheline syenite), undifferentiated",Silurian - Ordovician,"Lamprophyre, tinguaite (phonolite with acicular acmite crystals), phonolite, bostonite (trachyte), and malignite (mafic nepheline syenite), undifferentiated - Light-medium- to medium-dark-gray, aphanitic to fine-grained, alkalic to calcic-alkalic dikes and sills. Unit intrudes rocks from the Middle Proterozoic to the High Point Member of the Martinsburg Formation, but does not intrude the Shawangunk Formation. K-Ar data of 422 +/- 14 Ma from biotite phenocrysts in a minette (lamprophyre with biotite phenocrysts) dike (Charles Milton, written communication, 1972) suggests an Early Silurian age for some of these rocks.",,,NJ001,lamprophyre,phonolite,trachyte; nepheline syenite,NJ001 NJ002,
NJ  ,SObs,SObs,SObs;7,NJSObs;7,7,Northern - Valley and Ridge Province,Nepheline syenite,Early Silurian? and Late Ordovician,"Nepheline syenite - Medium- to dark-gray, medium- to coarse-grained, alkalic to alkalic-calcic nepheline syenite. Composed principally of nepheline, orthoclase, biotite, and clinopyroxene, and accessory minerals are magnetite, apatite, titanite, zircon, and pyrite. Restricted to two small bodies northwest of Beemerville. Intrudes the Martinsburg Formation, but appears to be unconformably overlain by the Shawangunk Formation. K-Ar and Rb-Sr ages of 435 +/- 20 Ma from biotite (Zartman and others, 1967) and a fission track date from titanite of 422 +/- 14 Ma (Eby and others, 1992) suggest emplacement in Late Ordovician to Early Silurian.",,"Beemerville Intrusive Suite (Early Silurian? and Late Ordovician) (Drake and Monteverde, 1992) Note that there is a unit SObl (Lamprophyre, ect...) that is described in the digital description and is used on the printed map; but it is NOT used on the digital map. Probably because it is a line feature and the digital geology is only polygons. Unit SObl has NOT been entered here. ",NJ001,nepheline syenite,,,NJ001 NJ002 NJ089 NJ090 NJ091,
NJ  ,Sp,Sp,Sp;7,NJSp;7,7,Northern - Valley and Ridge Province,Poxono Island Formation,Upper Silurian,"Poxono Island Formation (White, 1882) - Greenish-gray, finely crystalline to aphanitic, thin- to medium-bedded, flaggy dolomite containing discontinuous lenses of disseminated, rounded quartz grains. Some local quartz sandstone beds and argillaceous dolomite. Lower contact gradational (Epstein, 1973). Formation poorly exposed; located by drill data. Thickness estimated at 183 m (600 ft) from well data.",,,NJ001,dolostone (dolomite),sandstone,,NJ001 NJ002 NJ022 NJ092,
NJ  ,Ss,Ss,Ss;7,NJSs;7,7,Northern - Valley and Ridge Province,Shawangunk Formation,Middle and Lower Silurian,"Shawangunk Formation (Mather, 1840; Epstein and Epstein, 1972) - Upper part is medium- to medium-dark-gray, or dark-greenish-gray, medium- to thick-bedded sandstone and pebble conglomerate having well rounded grains, some of which are limonite stained. Conglomerate consists of matrix-supported quartz and subordinate shale pebbles as long as 5 cm (2 in.) in poorly to well-sorted, planar tabular to trough crossbedded sandstone. Local black to dark-greenish-gray, thin-bedded shale near upper contact. Middle part, occurring in southwest and sporadically in northeast, is light- to medium-dark-gray, greenish-gray, interbedded thin- to medium-bedded, planar tabular to trough cross-bedded shale and sandstone. Grains are well rounded and moderately to well sorted. Contains sparse graphite flakes. Lower part is light- to medium-gray to light-olive-gray, thin- to thick-bedded quartz and feldspathic sandstone, quartzite, and quartz-pebble conglomerate, which is matrix-supported, poorly to well sorted, cross to planar bedded. Clasts are primarily quartz and sparse dark-gray argillite and black chert. Sandstone is feldspathic and locally approaches an arkose in compostion. Lower contact unconformable and, at places, is a fault of small displacement. Thickness approximately 427 m (1,400 ft).",,,NJ001,sandstone,conglomerate,shale,NJ001 NJ002 NJ093 NJ094,
