time (s),magnetic field intensity (nT)
1547.2,51526.405557502876
1547.3000000000002,51492.54328941538
1547.4,51496.02560787862
1547.5,51552.34670916389
1547.6000000000001,51510.12772562939
1547.7,51531.22862918489
1547.8000000000002,51536.843777156624
1547.9,51497.41532803935
1548.0,51519.87383197771
1548.1000000000001,51498.488263084335
1548.2,51490.01705541533
1548.3000000000002,51527.052049317535
1548.4,51508.792745426734
1548.5,51481.47311745572
1548.6000000000001,51501.60245081107
1548.7,51510.23968183385
1548.8000000000002,51487.83149887558
1548.9,51496.954835257806
1549.0,51526.926164342985
1549.1000000000001,51566.23069386624
1549.2,51498.94945623746
1549.3000000000002,51529.21846483891
1549.4,51500.10092645163
1549.5,51475.317446506204
1549.6000000000001,51495.703968936425
1549.7,51492.7018367459
1549.8000000000002,51525.072295479
1549.9,51481.80821444331
1550.0,51510.27876228912
1550.1000000000001,51464.747631393504
1550.2,51481.4904234994
1550.3000000000002,51511.42489467005
1550.4,51475.7025196727
1550.5,51490.13826879884
1550.6000000000001,51503.497429299074
1550.7,51479.68145260051
1550.8000000000002,51515.86025931858
1550.9,51465.61509894501
1551.0,51491.46387065792
1551.1000000000001,51474.79251977739
1551.2,51512.8139122335
1551.3000000000002,51500.05044837476
1551.4,51469.711876628164
1551.5,51493.905411910564
1551.6000000000001,51489.462912474046
1551.7,51488.677502188504
1551.8000000000002,51483.84501967044
1551.9,51468.11353464427
1552.0,51467.01174422735
1552.1000000000001,51522.79037327492
1552.2,51486.068463833144
1552.3000000000002,51501.36177377674
1552.4,51498.65090457175
1552.5,51424.94830746065
1552.6000000000001,51465.53095742753
1552.7,51505.01519839951
1552.8000000000002,51491.01608466033
1552.9,51447.3133742236
1553.0,51511.47669957269
1553.1000000000001,51477.102318018624
1553.2,51499.209275283945
1553.3000000000002,51468.110063646556
1553.4,51484.54066587168
1553.5,51468.459983535955
1553.6000000000001,51468.193075159805
1553.7,51445.22993545343
1553.8000000000002,51480.910957793014
1553.9,51532.66044971234
1554.0,51475.10404219492
1554.1000000000001,51519.396754954265
1554.2,51515.98580706792
1554.3000000000002,51482.538486187994
1554.4,51451.92111292825
1554.5,51463.73892527746
1554.6000000000001,51455.01497012967
1554.7,51450.84515539701
1554.8000000000002,51497.12665927314
1554.9,51479.36220395018
1555.0,51480.263888596426
1555.1000000000001,51476.442291850515
1555.2,51475.94678717444
1555.3000000000002,51462.28926193732
1555.4,51464.42213928365
1555.5,51465.456750596306
1555.6000000000001,51454.03719345723
1555.7,51446.6331379793
1555.8000000000002,51436.34512021116
1555.9,51488.88236525291
1556.0,51503.737798781294
1556.1000000000001,51493.961807349886
1556.2,51497.776105392455
1556.3000000000002,51443.97640288272
1556.4,51467.16287409911
1556.5,51478.83582180395
1556.6000000000001,51505.73926000406
1556.7,51453.14443893708
1556.8000000000002,51463.208524323265
1556.9,51481.754012412195
1557.0,51485.03353171994
1557.1000000000001,51501.84656478282
1557.2,51481.75607718008
1557.3000000000002,51455.524645519
1557.4,51451.115794490725
1557.5,51474.527526845646
1557.6000000000001,51466.886111214124
1557.7,51429.474804724254
1557.8000000000002,51483.4459342309
1557.9,51484.77913169095
1558.0,51488.01149643079
1558.1000000000001,51453.920444747324
1558.2,51427.74285681134
1558.3000000000002,51496.2263981252
1558.4,51468.97478278136
1558.5,51466.91253232813
1558.6000000000001,51491.28837826841
1558.7,51440.671183270024
1558.8000000000002,51500.695601763975
1558.9,51504.694037463
1559.0,51457.1088827602
1559.1000000000001,51446.026951336535
1559.2,51469.97465613385
1559.3000000000002,51457.79456930551
1559.4,51482.42159225523
1559.5,51446.04144650072
1559.6000000000001,51475.15300994639
1559.7,51446.98006339816
1559.8000000000002,51490.356071854105
1559.9,51485.51138709766
1560.0,51432.32779099497
1560.1000000000001,51494.894684285355
1560.2,51411.47154109892
1560.3000000000002,51478.01824265831
1560.4,51437.36752384557
1560.5,51478.58134266855
1560.6000000000001,51453.94524823128
1560.7,51445.70875376573
1560.8000000000002,51473.950869897824
1560.9,51501.253237848614
1561.0,51480.02955795345
1561.1000000000001,51474.335678635165
1561.2,51455.39118784931
1561.3000000000002,51486.54211391255
1561.4,51480.9981159048
1561.5,51436.48290968343
1561.6000000000001,51424.43160379763
1561.7,51447.21395608362
1561.8000000000002,51486.075892259185
1561.9,51472.801723677745
1562.0,51469.01478874438
1562.1000000000001,51442.79423460565
1562.2,51463.599620850866
1562.3000000000002,51482.58754308816
1562.4,51457.459224869286
1562.5,51465.88225440628
1562.6000000000001,51417.01693043569
1562.7,51456.944510236164
1562.8000000000002,51435.45096145196
1562.9,51459.973819490675
1563.0,51456.384019819096
1563.1000000000001,51469.287695172636
1563.2,51444.28767988512
1563.3000000000002,51459.65179630759
1563.4,51435.536921485014
1563.5,51478.88850335823
1563.6000000000001,51423.921832574764
1563.7,51474.94171511453
1563.8000000000002,51445.96090741533
1563.9,51457.28965199327
1564.0,51436.63252834307
1564.1000000000001,51436.44991570788
1564.2,51466.003175142214
1564.3000000000002,51446.13273346348
1564.4,51499.43495576186
1564.5,51455.979546986404
1564.6000000000001,51451.27632343992
1564.7,51442.08704932321
1564.8000000000002,51431.259764012495
1564.9,51445.14881990842
1565.0,51450.221651270476
1565.1000000000001,51423.750878767336
1565.2,51419.17122178336
1565.3000000000002,51444.5606579297
1565.4,51414.97111222278
1565.5,51456.55876092187
1565.6000000000001,51428.16297397388
1565.7,51406.47409413009
1565.8000000000002,51463.782082871876
1565.9,51437.058856461364
1566.0,51461.249690922145
1566.1000000000001,51437.91556529603
1566.2,51432.47277012338
1566.3000000000002,51460.13693535128
1566.4,51425.54260108365
1566.5,51426.026232924065
1566.6000000000001,51436.361559917525
1566.7,51457.95001354601
1566.8000000000002,51431.24157992911
1566.9,51463.73682546872
1567.0,51442.51994007629
1567.1000000000001,51411.08183206093
1567.2,51439.863633089655
1567.3000000000002,51442.753822489496
1567.4,51438.285998532585
1567.5,51404.58755563494
1567.6000000000001,51455.45003382952
1567.7,51439.781528378604
1567.8000000000002,51476.95766188133
1567.9,51460.28388750418
1568.0,51417.600602571656
1568.1000000000001,51441.735232516505
1568.2,51400.189172055485
1568.3000000000002,51427.508280824535
1568.4,51403.19265657784
1568.5,51421.49080911374
1568.6000000000001,51446.42062380743
1568.7,51466.18229283023
1568.8000000000002,51425.41456583469
1568.9,51427.809493790664
1569.0,51434.361812560375
1569.1000000000001,51443.84969652277
1569.2,51478.23641028218
1569.3000000000002,51448.241223065925
1569.4,51459.80674891982
1569.5,51426.7846143594
1569.6000000000001,51452.871605831875
1569.7,51436.66453396302
1569.8000000000002,51430.54231848234
1569.9,51447.721012377704
1570.0,51419.13138807392
1570.1000000000001,51426.3825098815
1570.2,51450.4245443934
1570.3000000000002,51414.20889626195
1570.4,51402.16127579745
1570.5,51440.45537995702
1570.6000000000001,51414.08614844446
1570.7,51450.946745614245
1570.8000000000002,51425.44801937076
1570.9,51443.13736773914
1571.0,51453.317735674835
1571.1000000000001,51424.36591023781
1571.2,51484.93494070832
1571.3000000000002,51425.31687293108
1571.4,51416.49877965832
1571.5,51429.05292775037
1571.6000000000001,51416.3450254715
1571.7,51425.41894272771
1571.8000000000002,51423.86369787166
1571.9,51417.26267566084
1572.0,51400.34945600341
1572.1000000000001,51401.63207284487
1572.2,51397.80991096083
1572.3000000000002,51411.12722242239
1572.4,51440.784293135184
1572.5,51436.80325720901
1572.6000000000001,51410.63315865083
1572.7,51426.1049588275
1572.8000000000002,51419.0264993205
1572.9,51430.94859679935
1573.0,51439.392292701225
1573.1000000000001,51428.632580582474
1573.2,51432.113775277874
1573.3000000000002,51413.949876024584
1573.4,51384.21278418885
1573.5,51444.51732033381
1573.6000000000001,51387.73960661971
1573.7,51401.56663797204
1573.8000000000002,51417.92082283431
1573.9,51451.05575028396
1574.0,51423.58839722577
1574.1000000000001,51439.486994233834
1574.2,51437.377895909165
1574.3000000000002,51418.97644622787
1574.4,51436.413585460716
1574.5,51392.84076861049
1574.6000000000001,51436.084194632844
1574.7,51411.66131676854
1574.8000000000002,51410.96844537987
1574.9,51438.627171585504
1575.0,51431.27089946064
1575.1000000000001,51420.716988785054
1575.2,51426.05492668351
1575.3000000000002,51433.58208717723
1575.4,51419.93077557173
1575.5,51424.53414620858
1575.6000000000001,51477.169995618
1575.7,51389.24541847629
1575.8000000000002,51415.308951177554
1575.9,51429.345828787824
1576.0,51420.99314832803
1576.1000000000001,51417.96363854066
1576.2,51400.907168813166
1576.3000000000002,51403.77965309689
1576.4,51389.125539556204
1576.5,51420.74498287825
1576.6000000000001,51456.91532158115
1576.7,51431.23680588617
1576.8000000000002,51439.465739541345
1576.9,51421.450318159696
1577.0,51384.737947476926
1577.1000000000001,51405.28681083731
1577.2,51423.391615664696
1577.3000000000002,51416.16650613132
1577.4,51381.839913955075
1577.5,51442.45773124506
1577.6000000000001,51425.31140904066
1577.7,51397.80077941118
1577.8000000000002,51450.263662824385
1577.9,51422.32796184638
1578.0,51417.30524568884
1578.1000000000001,51382.82186030412
1578.2,51409.07980051858
1578.3000000000002,51387.48562949545
1578.4,51416.99379080969
1578.5,51433.04191126849
1578.6000000000001,51419.84225989563
1578.7,51399.32367380202
1578.8000000000002,51416.16383167265
1578.9,51371.74090923019
1579.0,51405.3611714461
1579.1000000000001,51415.02431757444
1579.2,51384.723019713914
1579.3000000000002,51418.76887673491
1579.4,51421.931467508555
1579.5,51440.4513695614
1579.6000000000001,51444.479026105146
1579.7,51425.64521478911
1579.8000000000002,51422.12374205898
1579.9,51408.130323238205
1580.0,51398.921031887745
1580.1000000000001,51408.763176839544
1580.2,51429.373971332105
1580.3000000000002,51418.150322171314
1580.4,51409.177440323125
1580.5,51403.00275890149
1580.6000000000001,51408.24118971079
1580.7,51382.73992071658
1580.8000000000002,51381.401887689324
1580.9,51385.97806284615
1581.0,51383.04814458313
1581.1000000000001,51405.67837603436
1581.2,51402.85690130242
1581.3000000000002,51387.72571857234
1581.4,51418.31766562328
1581.5,51371.660967330725
1581.6000000000001,51418.87354487978
1581.7,51418.03264796783
1581.8000000000002,51431.50455471985
1581.9,51425.14583683868
1582.0,51389.54003548365
1582.1000000000001,51424.870095307764
1582.2,51392.47656224689
1582.3000000000002,51431.25362645399
1582.4,51422.783860057294
1582.5,51370.00179525355
1582.6000000000001,51404.413207213554
1582.7,51421.61334162264
1582.8000000000002,51366.013680741475
1582.9,51398.60611310574
1583.0,51368.47107037128
1583.1000000000001,51423.2326096273
1583.2,51421.898872611986
1583.3000000000002,51403.5525402861
1583.4,51408.827119768684
1583.5,51406.65562883238
1583.6000000000001,51397.61767262103
1583.7,51418.535289681364
1583.8000000000002,51414.005765863796
1583.9,51390.70984290763
1584.0,51426.83127363865
1584.1000000000001,51415.331110217245
1584.2,51360.892987043044
1584.3000000000002,51411.16580729297
1584.4,51389.87746384703
1584.5,51414.630446181305
1584.6000000000001,51368.47581773979
1584.7,51390.365998613226
1584.8000000000002,51388.82736849844
1584.9,51349.17979938653
1585.0,51396.60618071417
1585.1000000000001,51370.12911877542
1585.2,51392.186044891256
1585.3000000000002,51399.151936894625
1585.4,51367.65971023175
1585.5,51369.05978607952
1585.6000000000001,51386.401066542436
1585.7,51435.3184370023
1585.8000000000002,51389.718600840075
1585.9,51386.20544187058
1586.0,51363.07782365908
1586.1000000000001,51369.398289520956
1586.2,51369.68496277375
1586.3000000000002,51392.12499690886
1586.4,51371.00051727571
1586.5,51341.43873892244
1586.6000000000001,51363.11558796065
1586.7,51384.23112378731
1586.8000000000002,51401.717453883604
1586.9,51387.44195291122
1587.0,51394.15742441039
1587.1000000000001,51381.25594218192
1587.2,51391.99831994875
1587.3000000000002,51392.12467154517
1587.4,51426.18673781087
1587.5,51381.605744162116
1587.6000000000001,51358.18733569051
1587.7,51370.90343913136
1587.8000000000002,51390.36293574793
1587.9,51386.74318866118
1588.0,51400.30510382773
1588.1000000000001,51413.00025640965
1588.2,51373.360129338536
1588.3000000000002,51425.81267481208
1588.4,51420.68675023285
1588.5,51397.80920321341
1588.6000000000001,51372.112173858644
1588.7,51377.7450170334
1588.8000000000002,51353.45075699104
1588.9,51382.59037621675
1589.0,51350.50175027275
1589.1000000000001,51403.49951371844
1589.2,51421.4233914184
1589.3000000000002,51396.13580009563
1589.4,51432.8974979732
1589.5,51375.22040907923
1589.6000000000001,51398.788605101596
1589.7,51410.18794344136
1589.8000000000002,51363.56118804144
1589.9,51419.182738860916
1590.0,51373.39633572383
1590.1000000000001,51389.175390561904
1590.2,51381.78595060957
1590.3000000000002,51380.33394207883
1590.4,51407.181392819584
1590.5,51387.023701658465
1590.6000000000001,51360.63740682886
1590.7,51389.29589895706
1590.8000000000002,51406.687825194174
1590.9,51353.2448380259
1591.0,51389.73404360154
1591.1000000000001,51364.56716224266
1591.2,51387.62954259972
1591.3000000000002,51390.344369283404
1591.4,51391.26003544312
1591.5,51384.36464765962
1591.6000000000001,51386.93455991925
1591.7,51381.975297867044
1591.8000000000002,51407.34175943449
1591.9,51395.33565282427
1592.0,51327.128003025
1592.1000000000001,51417.079281705446
1592.2,51363.501801283805
1592.3000000000002,51414.46623807721
1592.4,51358.925374799015
1592.5,51360.12762603395
1592.6000000000001,51370.43964931083
1592.7,51378.546781500954
1592.8000000000002,51357.85430498878
1592.9,51355.06931218239
1593.0,51378.301999350944
1593.1000000000001,51379.537031235275
1593.2,51366.54445276946
1593.3000000000002,51336.25551624275
1593.4,51407.49187917071
1593.5,51342.32660722985
1593.6000000000001,51360.42695010547
1593.7,51363.40418077592
1593.8000000000002,51405.525162180056
1593.9,51369.32365650097
1594.0,51380.27371691354
1594.1000000000001,51384.58224195059
1594.2,51379.530027459696
1594.3000000000002,51394.30507902308
1594.4,51395.831302918894
1594.5,51390.26129518471
1594.6000000000001,51363.746165450226
1594.7,51364.90024620547
1594.8000000000002,51391.13765795367
1594.9,51395.58249301663
1595.0,51357.4305462161
1595.1000000000001,51390.18916221463
1595.2,51341.38595427389
1595.3000000000002,51396.49693364674
1595.4,51342.81081857396
1595.5,51366.11954232127
1595.6000000000001,51366.963964441195
1595.7,51373.480499697296
1595.8000000000002,51355.855825276405
1595.9,51409.44222777083
1596.0,51378.98350052091
1596.1000000000001,51346.34175981006
1596.2,51360.258756658775
1596.3000000000002,51395.258592271966
1596.4,51351.20924372363
1596.5,51368.03895766819
1596.6000000000001,51369.712766817225
1596.7,51400.5964090044
1596.8000000000002,51359.525881501664
1596.9,51345.07974162627
1597.0,51373.798571877356
1597.1000000000001,51404.49497869845
1597.2,51353.36549670864
1597.3000000000002,51375.528615537325
1597.4,51367.486385147946
1597.5,51396.22185753788
1597.6000000000001,51334.75240397709
1597.7,51354.3319157608
1597.8000000000002,51353.915290946155
1597.9,51367.26574441635
1598.0,51370.70695960105
1598.1000000000001,51381.782429143575
1598.2,51388.78390153782
1598.3000000000002,51349.2221255135
1598.4,51339.37393933
1598.5,51362.866138610036
1598.6000000000001,51415.352144342985
1598.7,51393.23478105073
1598.8000000000002,51392.5149380363
1598.9,51341.0522845788
1599.0,51402.18872272423
1599.1000000000001,51385.34756468805
1599.2,51390.14285003474
1599.3000000000002,51334.52058919345
1599.4,51372.20083587849
1599.5,51393.03918495201
1599.6000000000001,51360.36639394707
1599.7,51392.503467398754
1599.8000000000002,51370.68622664725
1599.9,51364.64443080842
1600.0,51395.96413240867
1600.1000000000001,51416.34053276024
1600.2,51369.81155562554
1600.3000000000002,51367.98098307291
1600.4,51393.45860647812
1600.5,51368.53093370648
1600.6000000000001,51339.1650869538
1600.7,51355.6038648613
1600.8000000000002,51367.80272023265
1600.9,51394.620523484155
1601.0,51336.444154615594
1601.1000000000001,51383.73168602017
1601.2,51362.788728533844
1601.3000000000002,51359.89464229151
1601.4,51416.77507745614
1601.5,51353.817052176535
1601.6000000000001,51351.035632447565
1601.7,51357.33550461623
1601.8000000000002,51356.17482282334
1601.9,51377.950209558636
1602.0,51343.34196253964
1602.1000000000001,51378.569451737276
1602.2,51371.23487841209
1602.3000000000002,51387.184698792626
1602.4,51350.200048216524
1602.5,51376.896026313916
1602.6000000000001,51385.72286369831
1602.7,51368.09733163026
1602.8000000000002,51357.07858312974
1602.9,51380.79902925388
1603.0,51374.057357843
1603.1000000000001,51400.2583860511
1603.2,51392.310108128804
1603.3000000000002,51373.20125291894
1603.4,51361.17396669312
1603.5,51386.56716282599
1603.6000000000001,51396.71825475391
1603.7,51353.153122756754
1603.8000000000002,51368.57043604861
1603.9,51354.339452405315
1604.0,51379.67389271749
1604.1000000000001,51340.50764276094
1604.2,51350.93189812436
1604.3000000000002,51365.93375206645
1604.4,51427.079230145035
1604.5,51376.60880239516
1604.6000000000001,51356.369023828025
1604.7,51354.01655659151
1604.8000000000002,51365.07250663304
1604.9,51358.771145989325
1605.0,51348.3437035389
1605.1000000000001,51351.971640484015
1605.2,51402.19509647422
1605.3000000000002,51374.72737028065
1605.4,51374.05358690658
1605.5,51382.77759109686
1605.6000000000001,51312.69827848872
1605.7,51378.9528256299
1605.8000000000002,51339.776113425854
1605.9,51361.315465398555
1606.0,51383.84449358482
1606.1000000000001,51333.43096098193
1606.2,51347.916118638284
1606.3000000000002,51341.35415733862
1606.4,51344.14555627697
1606.5,51344.05767337639
1606.6000000000001,51366.153393057124
1606.7,51348.964691391535
1606.8000000000002,51379.982288621955
1606.9,51360.62120014736
1607.0,51367.56870018772
1607.1000000000001,51406.03075005377
1607.2,51376.18078911048
1607.3000000000002,51356.79708072579
1607.4,51343.8264488132
1607.5,51368.931861322744
1607.6000000000001,51368.14591313992
1607.7,51388.83672757019
1607.8000000000002,51366.57800012224
1607.9,51339.75267998113
1608.0,51354.52076804504
1608.1000000000001,51360.468361752915
1608.2,51397.09330495444
1608.3000000000002,51364.55287055062
1608.4,51377.87127045023
1608.5,51389.003846333435
1608.6000000000001,51354.9938844635
1608.7,51352.701996756485
1608.8000000000002,51364.015735299385
1608.9,51345.38631920387
1609.0,51337.55684924777
1609.1000000000001,51403.395633832646
1609.2,51362.01246887456
1609.3000000000002,51344.00506009676
1609.4,51351.07534454505
1609.5,51376.43847893159
1609.6000000000001,51362.25920687462
1609.7,51343.081218404084
1609.8000000000002,51396.22732229688
1609.9,51360.458252187214
1610.0,51368.42648412426
1610.1000000000001,51379.503400539914
1610.2,51366.10138256287
1610.3000000000002,51400.30040784618
1610.4,51344.94096679904
1610.5,51342.252500871014
1610.6000000000001,51368.79831282462
1610.7,51358.575694563406
1610.8000000000002,51354.82304421808
1610.9,51359.78941119406
1611.0,51353.945981608565
1611.1000000000001,51367.46726487532
1611.2,51374.67576466828
1611.3000000000002,51338.41049403381
1611.4,51349.94367337393
1611.5,51324.90239361855
1611.6000000000001,51350.77538715941
1611.7,51342.16031812402
1611.8000000000002,51401.77737335751
1611.9,51386.135311939855
1612.0,51373.77627128471
1612.1000000000001,51371.473934355985
1612.2,51356.06342273083
1612.3000000000002,51384.10351768738
1612.4,51380.57513664821
1612.5,51412.47407138253
1612.6000000000001,51373.78307859519
1612.7,51345.192769590074
1612.8000000000002,51334.253800334816
1612.9,51371.83761354725
1613.0,51348.487923503686
1613.1000000000001,51339.368015202985
1613.2,51366.136460676724
1613.3000000000002,51359.68880886267
1613.4,51353.93197731601
1613.5,51367.451813541615
1613.6000000000001,51352.36538947184
1613.7,51372.7138582454
1613.8000000000002,51355.90696786106
1613.9,51327.368161481936
1614.0,51307.66964181169
1614.1000000000001,51380.971238064514
1614.2,51316.23608672367
1614.3000000000002,51381.40642088653
1614.4,51393.67342522787
1614.5,51384.44012660738
1614.6000000000001,51327.706484410985
1614.7,51365.40927024005
1614.8000000000002,51301.78296330267
1614.9,51346.57315885411
1615.0,51370.53398172248
1615.1000000000001,51371.70962099894
1615.2,51384.953099371676
1615.3000000000002,51349.08907671721
1615.4,51391.92296069889
1615.5,51365.12314833709
1615.6000000000001,51362.52150693296
1615.7,51355.50551887274
1615.8000000000002,51381.05022066885
1615.9,51345.968052277254
1616.0,51342.151168025026
1616.1000000000001,51392.76525307619
1616.2,51331.67677051249
1616.3000000000002,51336.63540926886
1616.4,51358.944135421705
1616.5,51384.07626513506
1616.6000000000001,51358.239633642996
1616.7,51365.30673301073
1616.8000000000002,51372.8370699603
1616.9,51349.908712384145
1617.0,51372.69462923401
1617.1000000000001,51364.8126149292
1617.2,51387.78822303198
1617.3000000000002,51401.053637573175
1617.4,51339.005148717886
1617.5,51379.26401635362
1617.6000000000001,51352.09312193468
1617.7,51354.84032476106
1617.8000000000002,51345.46211600563
1617.9,51345.94073337916
1618.0,51373.786750699495
1618.1000000000001,51407.37319138955
1618.2,51401.73927797221
1618.3000000000002,51381.978828616855
1618.4,51382.39800692548
1618.5,51372.01368734291
1618.6000000000001,51381.171999021906
1618.7,51325.28138378238
1618.8000000000002,51374.38032804009
1618.9,51388.48451333209
1619.0,51362.66370852914
1619.1000000000001,51360.93264613482
1619.2,51370.296406872876
1619.3000000000002,51342.113599189004
1619.4,51354.60770577781
1619.5,51376.27894569355
1619.6000000000001,51349.54924993575
1619.7,51365.27582974061
1619.8000000000002,51368.276921399505
1619.9,51323.10417979694
1620.0,51375.294995883596
1620.1000000000001,51391.79658265244
1620.2,51340.29868796215
1620.3000000000002,51374.02586173193
1620.4,51358.2713625168
1620.5,51361.017808924946
1620.6000000000001,51318.20334523276
1620.7,51363.22157905757
1620.8000000000002,51349.50306020372
1620.9,51311.369206756186
1621.0,51364.73997202247
1621.1000000000001,51372.51721514061
1621.2,51374.502028216775
1621.3000000000002,51352.8168779955
1621.4,51387.80264579675
1621.5,51321.02808637991
1621.6000000000001,51337.77225978118
1621.7,51363.98828957583
1621.8000000000002,51367.35206522163
1621.9,51406.42091284028
1622.0,51383.077915967166
1622.1000000000001,51364.01316387944
1622.2,51394.00672207257
1622.3000000000002,51374.578095651195
1622.4,51358.13896409611
1622.5,51336.87253809697
1622.6000000000001,51384.49744149026
1622.7,51339.901130521714
1622.8000000000002,51385.535133724494
1622.9,51382.83328421243
1623.0,51360.55754091834
1623.1000000000001,51382.83882873586
1623.2,51389.467275407114
1623.3000000000002,51390.67347397663
1623.4,51363.564010129776
1623.5,51350.138506357136
1623.6000000000001,51377.33747855999
1623.7,51373.64369833565
1623.8000000000002,51352.68996568169
1623.9,51366.99268481124
1624.0,51354.021252475504
1624.1000000000001,51311.09105230287
1624.2,51377.42088021074
1624.3000000000002,51377.4757238441
1624.4,51297.8510919042
1624.5,51330.91589041954
1624.6000000000001,51373.14909766045
1624.7,51340.31294340132
1624.8000000000002,51325.80685706591
1624.9,51394.788173973895
1625.0,51353.04360544905
1625.1000000000001,51347.975242219996
1625.2,51372.276283366176
1625.3000000000002,51377.15961551055
1625.4,51379.87051158702
1625.5,51381.96319147737
1625.6000000000001,51410.47088483674
1625.7,51364.788905749745
1625.8000000000002,51360.037886833125
1625.9,51364.87886382343
1626.0,51354.93611974123
1626.1000000000001,51362.03299706165
1626.2,51340.72567269662
1626.3000000000002,51375.134028287954
1626.4,51385.672261479944
1626.5,51359.05127121643
1626.6000000000001,51348.98725666697
1626.7,51346.136840583866
1626.8000000000002,51384.09366936418
1626.9,51357.89142793141
1627.0,51372.29288148277
1627.1000000000001,51394.47908357641
1627.2,51375.96553879482
1627.3000000000002,51366.796181837126
1627.4,51335.51350594956
1627.5,51380.22777499347
1627.6000000000001,51391.39392941597
1627.7,51400.638782078495
1627.8000000000002,51371.69852589192
1627.9,51336.84336812016
1628.0,51381.34317434564
1628.1000000000001,51340.38325422592
1628.2,51370.21954207668
1628.3000000000002,51348.92127140302
1628.4,51393.5019024579
1628.5,51369.793009826564
1628.6000000000001,51416.437220120206
1628.7,51391.461650333404
1628.8000000000002,51374.3936836989
1628.9,51365.84349144042
1629.0,51368.95661531906
1629.1000000000001,51383.930564112874
1629.2,51387.143925799115
1629.3000000000002,51358.763507711854
1629.4,51384.512197973105
1629.5,51379.27463252664
1629.6000000000001,51395.86218770701
1629.7,51353.794870781894
1629.8000000000002,51325.11641434864
1629.9,51402.61226952177
1630.0,51355.49831574908
1630.1000000000001,51358.39273995927
1630.2,51380.96371323562
1630.3000000000002,51364.464495291264
1630.4,51380.0418219046
1630.5,51340.03534955418
1630.6000000000001,51338.358068233305
1630.7,51357.19642230201
1630.8000000000002,51375.81987966333
1630.9,51345.84134397075
1631.0,51376.6448857283
1631.1000000000001,51373.22392160146
1631.2,51375.66137384513
1631.3000000000002,51348.21574258786
1631.4,51373.35134373282
1631.5,51389.024646871774
1631.6000000000001,51325.3061651496
1631.7,51408.779081206834
1631.8000000000002,51364.60798770079
1631.9,51365.65788517479
1632.0,51420.50602704869
1632.1000000000001,51367.556914278335
1632.2,51391.53091512542
1632.3000000000002,51374.1968290048
1632.4,51379.105251996196
1632.5,51341.280056429314
1632.6000000000001,51346.51805992006
1632.7,51389.60668852383
1632.8000000000002,51363.2348175841
1632.9,51378.74094875966
1633.0,51375.15020400145
1633.1000000000001,51377.664317094175
1633.2,51422.023511330044
1633.3000000000002,51394.57620509907
1633.4,51358.394142919824
1633.5,51371.62068794768
1633.6000000000001,51356.867880349826
1633.7,51416.85569104673
1633.8000000000002,51367.47414589448
1633.9,51351.63188286063
1634.0,51378.7745500838
1634.1000000000001,51365.72502997328
1634.2,51409.58590766597
1634.3000000000002,51362.303171373074
1634.4,51359.00641215459
1634.5,51375.68876782847
1634.6000000000001,51365.76399965749
1634.7,51390.01077937597
1634.8000000000002,51373.629590022516
1634.9,51371.085891257775
1635.0,51368.109189854105
1635.1000000000001,51351.76752498968
1635.2,51337.8216778086
1635.3000000000002,51368.28173387743
1635.4,51392.32050791025
1635.5,51367.12106919809
1635.6000000000001,51424.472263512376
1635.7,51385.47581921679
1635.8000000000002,51380.58897873009
1635.9,51397.51121074695
1636.0,51317.56143043937
1636.1000000000001,51374.149881674115
1636.2,51389.892996009934
1636.3000000000002,51411.868458591154
1636.4,51385.72163963951
1636.5,51404.007556332064
1636.6000000000001,51374.55440291287
1636.7,51368.70339194125
1636.8000000000002,51382.00288415853
1636.9,51382.84138602925
1637.0,51396.782901003295
1637.1000000000001,51345.79098368651
1637.2,51340.5176254381
1637.3000000000002,51383.327463837704
1637.4,51377.87853558502
1637.5,51361.710535362974
1637.6000000000001,51405.97815584778
1637.7,51403.009608593384
1637.8000000000002,51344.16197129658
1637.9,51389.37824498928
1638.0,51406.506724668296
1638.1000000000001,51341.21461285184
1638.2,51370.03340301531
1638.3000000000002,51365.98447387246
1638.4,51362.98922150733
1638.5,51347.64517783877
1638.6000000000001,51346.783132278455
1638.7,51374.93664587143
1638.8000000000002,51382.31310330839
1638.9,51380.52659531248
1639.0,51352.58501523089
1639.1000000000001,51363.895248401364
1639.2,51386.80147800668
1639.3000000000002,51356.402351150115
1639.4,51344.96793998936
1639.5,51365.65822985743
1639.6000000000001,51394.75932380178
1639.7,51307.21759830471
1639.8000000000002,51356.7156779104
1639.9,51328.722811001084
1640.0,51380.308695032756
1640.1000000000001,51368.37222778605
1640.2,51380.289901239776
1640.3000000000002,51395.25669612676
1640.4,51360.50204296017
1640.5,51375.09060902672
1640.6000000000001,51397.88869933906
1640.7,51397.93363993366
1640.8000000000002,51343.743868219804
1640.9,51428.53255678348
1641.0,51422.14671749736
1641.1000000000001,51432.970234749715
1641.2,51408.98180068991
1641.3000000000002,51417.093965022585
1641.4,51395.64862506822
1641.5,51404.488996626635
1641.6000000000001,51390.00069855069
1641.7,51368.00907340289
1641.8000000000002,51381.77295142609
1641.9,51367.95521361056
1642.0,51361.73910037177
1642.1000000000001,51388.026073851026
1642.2,51370.63229256142
1642.3000000000002,51337.91798175863
1642.4,51354.815271082465
1642.5,51365.159448921484
1642.6000000000001,51392.006890153316
1642.7,51395.69554453899
1642.8000000000002,51365.27662888051
1642.9,51389.51083750174
